text,source,brand,doc_id
"I love this app, it covers almost all of the conditioning exercises and yoga that I need. However, I would love if more static stretches could be added for those wanting to increase flexibility as this is the only thing I have to search for outside of the app (YouTube etc) and I would love if I could get it all in one place. An ideal static stretching routine would be 25 mins leg stretches & 15 full body or something like that as I use this app to aid dance conditioning so stretching really is something used every day. Aside from that I think this app is really motivating and caters well to all levels.",App Store (GB),Nike,10153389424.0
"Ich habe immer gerne diese App benutzt.
Auch, als ich im sehr, sehr ländlichen Gebiet funktionierte Sie Problemlos.

Seit ich aber in einer Großstadt wohne, ist die App leider zum Laufen völlig unbrauchbar.

Jedes mal scheint die App das GPS-Signal zu verlieren...

Keiner meiner Läufe wurde richtig getracked.
Ich speichere schon garnicht mehr, weil es nichts bringt.

Ich rede nicht von kleinen Aussetzern, ich rede davon, dass die App am Ende eines Laufes über 40min, mir eine gelaufene Distanz von 0,5 - 1km weismachen will.

Sehr schade, sehr ärgerlich.",App Store (DE),Under Armour,1015549950.0
Thanks Adidas for allowing free shipping and recognizing adiclub benefits on first time purchase. Very easy to place the order.,App Store (AU),Adidas,10155825196.0
"(Alte Bewertung am Schluss)

Aktualisierte Bewertung: Ich fand diese App bis vor kurzem einfach unschlagbar und hatte sie auch regelmäßig genutzt! Allerdings empfinde ich die Umstrukturierung der einzelnen Workouts als einen riesigen Rückschritt und persönlich nicht nachvollziehbar.

1. Zuvor gab es beim Anwählen einer Workout-Session eine gesamte Übersicht über sämtliche enthaltenen Übungen. Diese fällt nun weg.

2. Jedes Workout existiert nur noch in einem zusammenhängenden Video. Einzelne Übungen können nicht mehr per Knopfdruck übersprungen oder wiederholt werden. (Lediglich 15s vor/zurück, was oftmals nicht funktioniert).
Die Trainingsvideos können nicht mehr offline geladen werden, sondern müssen ständig online GESTREAMT werden! WARUM??!
Deshalb kommt es zu ständigen Abbrüchen, plötzlichen Trainingsstopps oder Videos hängen sich komplett auf.

3. Vor-/Zurückspringen im Training von der Watch nicht mehr möglich (nur noch Pausieren)

4. Musiksteuerung von Watch nicht mehr möglich

5. Pausen zwischen den Übungen werden nicht mehr eingeblendet (wie zuvor durch einen gelb volllaufenden Balken).

6. Die Einbindung der Watch funktioniert nicht reibungslos. Sehr schade

(Vorherige Bewertung): In einem Wort: GRANDIOS! Diese App hat mich wieder fit gemacht! Es gibt dutzende Workout-Apps dort draußen die ein tolles Ergebnis und eine einfache Handhabung versprechen, aber bisher hat sich Nike als die goldene Gans erwiesen. Tolle Workouts, keine Werbung und völlig gratis! Was will man mehr? Und nun auch mit Watch Erweiterung (wenn auch nicht eigenständig wie NRC). Ein Sterne Abzug, da ich mir - insbesondere in der Corona Heimisolierung - eine App auf dem TV wünsche, ohne mein iPhone-Bildschirm spiegeln zu müssen. Komischerweise kommt es dabei zu einer starken Asynchronität zwischen der iPhone/Fernseher Darstellung und HomePod Audiowiedergabe.",App Store (DE),Nike,10162037379.0
"Brilliant App & great 5 miles tonight. Have used map my run for 10 years. now. It’s all I need. Excellent.an excellent app. Using map my run for 6 years now & it is superb.

What can I say. Still using map my run after 15 years. Does everything I need. 1st class app.",App Store (GB),Under Armour,10165484543.0
"I’ve recently started using this app again (which I love when it’s working) but it crashed post workout and now won’t get past the opening loading screen without crashing. I’ve tried everything: force closing the app, turning phone on and off, reinstalling app, soft rebooting phone. If I delete the app and then re-download and try to log in with a new account it does work but I obviously want to be using my own account. I’m really frustrated as there doesn’t seem to be any way to contact anyone about this!",App Store (GB),Nike,10168876673.0
Awesome style 💥☝🏼,App Store (AU),Adidas,10169776718.0
"Très contente , semble juste dans ses données !",App Store (FR),Under Armour,1017310440.0
Bonne application mais j’ai remarqué un problème d’orthographe lorsque on change de langue « l’Israël »est dans la liste mais ? Ce pays n’existe pas son vrai nom est la PALESTINE merci de changer cette faute à la prochaine mise à jours,App Store (FR),Adidas,10174370099.0
Bonne appli avec tout ce que l'on peut espérer trouver dessus.,App Store (FR),Under Armour,1017461930.0
"Hab's heute im Stadion getestet
Aus 2800 Meter wurden 3050 Meter",App Store (DE),Under Armour,1017477019.0
"Les articles prennent trop de temps à charger, lors de mes recherches. Il y’a aussi l’application qui prend un temps fou à se lancer et ce n’est pas un problème de connexion car l’orsque je me rend sur les applications tels que: nike ou encore jd sport ce n’est pas aussi lent donc jsp si c’est que moi..",App Store (FR),Adidas,10175192451.0
Good to know how far and how fast. Helps with marathon training and building up distance,App Store (GB),Under Armour,10175863196.0
"Trop de bugs, dommage car lorsqu’elle fonctionne, c’est très très bien!!!
Je supprime l’appli et en choisis une autre",App Store (FR),Nike,10176106234.0
It is a great app and it always has deals on the products! You should download the app!,App Store (CA),Adidas,10177078663.0
"Its a fantastic app, however it is limited by not having a few obvious functions.
1: Please implement a function to search for workout or program names.
2: The saved workout list is purely chaotic. There is no way of filtering, lets say by workout type. This makes it incredibly tough to go through the whole list just to find a specific yoga session for example. Please implement a filter for this.
3: If is unclear to me as to why this app does not have an iPad application. For classes this is exactly what you need - this would be the biggest improvement to the app by far",App Store (DE),Nike,10179737635.0
"The app keeps crashing and there’s no support anywhere from anyone, Nike’s website is useless for contact on this, report a problem doesn’t work on here and I can’t think of anything else! iPhone up to date, on/off, charged, it make 0 sense. Please fix this ASAP, I use this app daily and love it.",App Store (GB),Nike,10184275906.0
i used it for 1 day but now it just crashes when i try to open it,App Store (CA),Nike,10184452154.0
"I’m on iPhone 14, iOS and NTC are up to date and I’m thrilled by the workout programs, yoga flows and the overall quality of app. I’ve also started my half marathon training with the NRC app have absolutely loved every run. 

I’ve nothing but positive words about the app and yeh fact that it’s free. BUT today it stopped working. Will give me the white loading screen for 20-30secs and then close. 

I’ve tried everything, deleted them installed the apl again, restarted my phone. Closed all other apps running inthe background. Tried with wifi then phone data. Nothing. Not sure if it’s an outage or something else. Writing this in case the dev team from Nike can take a look.",App Store (CA),Nike,10184526856.0
"Used to be amazing, however now the app crashes every time, I’m using iPhone XR and IPhone 14 and the app crashes on both. Tried deleting and installing the app, and restarting the phone, nothing works.",App Store (GB),Nike,10186424010.0
"I love this app and enjoy working out along to all different instructors however today the app won’t open, i’ve tried deleting and reinstalling the app but then it froze and when coming out the app and going back on the app crashed to the home screen,
i hope you can fix this soon",App Store (GB),Nike,10189105014.0
"Please let me use the app again! I love it, but it wont open and load anything but the white start screen. !!!",App Store (CA),Nike,10189951180.0
Great work out companion!,App Store (FR),Under Armour,1019009421.0
Très bonne appli 👍😅,App Store (FR),Under Armour,1019036005.0
Thé n’est.,App Store (FR),Adidas,10191830081.0
User experience is perfect. Very intuitive and genuinely a better experience than the website. Easy to keep track of things you want and wait for sales. Legitimately a fun app too with the kinds of photos and AR mode.,App Store (CA),Adidas,10192061862.0
Loved using this app until a week ago when there was a new update and now I can’t even open it. Tried to get in contact with customer service and was told the only option was to call Monday to Friday 8am to 5pm. It looks like I have to find a new app! So disappointed that there is not an online option to help here.,App Store (GB),Nike,10194754376.0
Très bien,App Store (FR),Adidas,10194785444.0
J'arrive juste pas a rejoindre nul,App Store (FR),Nike,10195851420.0
"All settings are the same but app does not give audible notification of distance and pace anymore. 

Will use a different app of issue not resolved.",App Store (GB),Nike,10198516066.0
"I have been using app for years. I liked it and came back to it again and again. But recently the app stopped working. It won’t open on either my phone or my tablet. My operating systems are up to date, I have the most recent version of the app, I have turned off, uninstalled, reinstalled and followed everything offered to make it work again. My operating system is compatible with the app. I don’t know what else to do and it frustrates me. There was a recent update to the app last week and I can only assume something happened that is making the app stop working, but I can’t reach anyone for support and there’s nothing I can find about other people having the same problem, and what they were able to do. Mostly I want the app to start working again because I was starting to get back into the routine of working out with it and I don’t want to lose my momentum.",App Store (CA),Nike,10200713256.0
Been using this app for years and simply LOVE IT but in the last few days I can’t even open it. It quits out after 10-20 seconds on the NTC screen. After trying multiple options to get help I’m left sorely disappointed that my only app communication channel is through Apple reviews 😢,App Store (GB),Nike,10201030445.0
"Please restore the voiceover with the American accent for the Quick Core Crush, Runner Warm Up, and Runner Cool Down - or at least give the option to restore it. No shade to English accents at all, but I just really preferred and was used to the voiceover with the American accent. Please bring it back! 😭 I used to love this app.",App Store (CA),Nike,10201387953.0
Love the app but it won’t open anymore keeps crashing tried redownloading and restarting phone!,App Store (CA),Nike,10201497098.0
Écran blanc depuis la dernière mise à jour !,App Store (FR),Nike,10202368402.0
Plus possible d’ouvrir l’application depuis la dernière mise à jour,App Store (FR),Nike,10202611070.0
Ist eine echt klasse App!,App Store (DE),Under Armour,1020383278.0
Commande rapide et efficace,App Store (FR),Adidas,10204474875.0
Le site est très simple d’utilisation pour toute commande,App Store (FR),Adidas,10204534170.0
"L’ancienne version était beaucoup , bcp de vidéo imposé , impossible d’écouter sa propre musique dessus en plus le format vidéo n’est pas agréable, les anciens programmes étaient meilleurs, beaucoup trop de bon entraînements on était retiré pour être remplacer par des format vidéo , l’ancienne version était plus agréable pour travailler j’utilise nike depuis 2015 et maintenant ça commence à me décevoir de part tout changement pas agréables la qualité y était déjà là ce n’est plus ce que c’était",App Store (FR),Nike,10206268777.0
